Season,Team,G_Bat,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR_Bat,W,L,SV,G_Pitch,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR_Pitch,OD,Current,AVG Salary,Median
2004,STL,2381,6297,214,855,817,111,8.7%,17.2%,0.182,0.307,0.278,0.344,0.46,0.344,,107,18.9,72.1,60.7,33.6,105,57,57,631,162,1453.2,6.45,2.72,1.05,0.276,74.4%,48.0%,11.9%,,3.75,,4.17,4.06,16.4,83228333,83228333,3201090,1100000
2004,TBR,2182,6098,145,714,685,132,7.7%,15.5%,0.147,0.286,0.258,0.32,0.405,0.315,,87,16.1,-82.6,41.6,16.3,70,91,35,562,161,1417,5.86,3.68,1.22,0.283,69.2%,40.9%,10.7%,,4.82,,4.93,4.97,7.2,29556667,29556667,1094691,650000
2004,TEX,2240,6256,227,860,825,69,8.0%,17.6%,0.191,0.291,0.266,0.329,0.457,0.336,,95,18,-25.9,1.3,18.4,89,73,52,630,162,1439.2,6.12,3.42,1.14,0.297,71.8%,44.5%,11.0%,,4.54,,4.64,4.62,14.9,55050417,55050417,1898290,550000
2004,TOR,2194,6178,145,719,680,58,8.3%,17.5%,0.143,0.298,0.26,0.328,0.403,0.32,,88,-9.3,-107,26.4,12.7,67,94,37,592,161,1421,6.05,3.85,1.15,0.296,70.3%,44.7%,11.2%,,4.93,,4.77,4.73,11.7,50017000,50017000,1923731,825000
2005,ARI,2370,6327,191,696,670,67,9.6%,17.3%,0.165,0.285,0.256,0.332,0.421,0.328,,91,1.3,-71.2,-10.7,12.4,77,85,45,620,162,1456.1,6.41,3.32,1.19,0.303,69.3%,45.4%,12.9%,,4.87,,4.55,4.25,11.9,63329166,63329166,2345525,550000
2005,ATL,2347,6186,184,769,733,92,8.6%,17.5%,0.17,0.298,0.265,0.333,0.435,0.331,,100,-1.7,-3.1,96.7,29.6,90,72,38,646,162,1443.2,5.79,3.24,0.9,0.294,74.3%,46.7%,10.3%,,3.98,,4.19,4.23,14.4,86457302,86457302,3458292,1000000
2005,BAL,2323,6134,189,729,700,83,7.3%,14.7%,0.165,0.289,0.269,0.327,0.434,0.33,,101,-9.5,-0.6,-18.7,18.8,74,88,38,636,162,1427.2,6.63,3.66,1.13,0.292,70.2%,45.5%,11.9%,,4.56,,4.51,4.34,12.4,73914333,73914333,2639798,962500
2005,BOS,2344,6403,199,910,863,45,10.2%,16.3%,0.174,0.31,0.281,0.357,0.454,0.352,,112,-2.9,92.8,-33.9,27.6,95,67,38,604,162,1429,6.04,2.77,1.03,0.303,68.9%,42.4%,9.6%,,4.74,,4.28,4.44,13.9,123505125,123505125,4410897,2875000
2005,CHC,2276,6161,194,703,674,65,6.8%,14.9%,0.17,0.291,0.27,0.324,0.44,0.329,,95,-5.6,-47.3,59.4,21.3,79,83,39,619,162,1440,7.85,3.6,1.16,0.284,73.7%,46.0%,13.5%,,4.19,,4.26,3.9,15.1,87032933,87032933,3108319,2150000
2005,CHW,2208,6146,200,741,713,137,7.1%,16.3%,0.163,0.286,0.262,0.322,0.425,0.324,,95,-1.9,-42.1,13.8,18,99,63,54,574,162,1475.2,6.34,2.8,1.02,0.275,75.4%,43.6%,10.5%,,3.61,,4.12,4.14,23,75178000,75178000,2784370,2000000
2005,CIN,2309,6321,222,820,784,72,9.7%,20.6%,0.185,0.302,0.261,0.339,0.446,0.34,,103,12.9,35.5,-10.3,23.2,73,89,31,654,163,1433,6,3.09,1.38,0.309,69.7%,41.3%,12.3%,,5.18,,4.87,4.6,7,61892583,61892583,2063086,550000
2005,CLE,2166,6255,207,790,760,62,8.0%,17.5%,0.181,0.302,0.271,0.334,0.453,0.34,,110,3.6,76.4,20.2,30.9,93,69,51,571,162,1452.2,6.51,2.56,0.97,0.275,73.6%,44.8%,10.2%,,3.61,,3.92,3.97,19.2,41502500,41502500,1431121,500000
2005,COL,2302,6240,150,741,704,65,8.2%,17.7%,0.144,0.307,0.267,0.333,0.411,0.325,,85,-10.7,-130.7,30.5,10.3,67,95,37,621,162,1418.2,6.22,3.83,1.11,0.314,69.8%,44.2%,11.3%,,5.14,,4.7,4.59,10.2,48155000,48155000,1605167,322500
2005,DET,2211,6136,168,723,678,66,6.3%,16.9%,0.157,0.304,0.272,0.321,0.428,0.324,,99,5.5,-5.1,5.9,20.9,71,91,37,587,162,1435.2,5.69,2.89,1.21,0.29,70.4%,45.7%,11.9%,,4.52,,4.57,4.38,9.7,69092000,69092000,2467571,962500
2005,HOU,2324,6139,161,693,654,115,7.8%,16.9%,0.152,0.288,0.256,0.322,0.408,0.318,,90,-0.1,-77.8,58.5,18.1,89,73,45,597,163,1443,7.26,2.74,0.97,0.281,75.8%,46.4%,11.3%,,3.52,,3.84,3.75,22.6,76779000,76779000,2953038,500000
2005,KCR,2259,6086,126,701,653,53,7.0%,16.6%,0.134,0.298,0.263,0.32,0.396,0.313,,87,6.3,-91.5,-87.3,2.7,56,106,25,605,162,1413.1,5.88,3.69,1.13,0.317,66.5%,44.4%,10.7%,,5.56,,4.74,4.72,6.1,36881000,36881000,1365963,352000
2005,LAA,2234,6186,147,761,726,161,7.2%,13.7%,0.139,0.294,0.27,0.325,0.409,0.319,,96,3.3,-30.8,17,19.6,95,67,54,541,162,1464.1,6.92,2.72,0.97,0.288,75.0%,41.2%,9.2%,,3.68,,3.89,4.11,21.4,87575322,87575322,3127690,925000
2005,LAD,2351,6134,149,685,653,58,8.8%,17.8%,0.142,0.29,0.253,0.326,0.395,0.317,,91,-21.4,-93.4,29,13.6,71,91,40,620,162,1427.1,6.33,2.97,1.15,0.285,70.8%,45.9%,12.0%,,4.38,,4.4,4.2,11.3,83039000,83039000,2767967,650000
2005,MIA,2296,6214,128,717,678,96,8.2%,14.8%,0.137,0.304,0.272,0.339,0.409,0.326,,98,-7.1,-23,2.5,18.2,83,79,42,611,162,1442.1,7.02,3.51,0.72,0.308,70.4%,45.2%,8.2%,,4.19,,3.81,4.13,21.2,60408834,60408834,2237364,1100000
2005,MIL,2226,6156,175,726,689,79,8.6%,18.9%,0.163,0.298,0.259,0.331,0.423,0.327,,95,-5.2,-44.4,37.3,19.4,81,81,46,557,162,1438,7.34,3.56,1.06,0.285,73.8%,41.4%,10.5%,,3.98,,4.2,4.22,16.5,39934833,39934833,1597393,420000
2005,MIN,2235,6192,134,688,644,102,7.8%,15.8%,0.132,0.291,0.259,0.323,0.391,0.312,,89,-14.5,-96.1,18.6,13.2,83,79,44,558,162,1464.1,5.93,2.14,1.04,0.283,73.6%,45.1%,10.3%,,3.72,,4,4.04,19,56186000,56186000,2080963,750000
2005,NYM,2213,6146,175,722,683,153,7.9%,17.5%,0.158,0.29,0.258,0.322,0.416,0.32,,93,21,-32.8,13.2,18.1,83,79,38,554,162,1435.2,6.34,3.08,0.85,0.283,73.7%,44.2%,8.8%,,3.77,,3.98,4.23,17.4,101305821,101305821,3752067,1150000
2005,NYY,2319,6406,229,886,847,84,9.9%,15.4%,0.174,0.297,0.276,0.355,0.45,0.35,,116,-3.4,118.5,-160.9,17.4,95,67,46,580,162,1430.2,6.2,2.91,1.03,0.297,69.1%,47.0%,10.1%,,4.54,,4.28,4.36,15.2,208306817,208306817,8011801,5833333
2005,OAK,2164,6275,155,772,739,31,8.6%,13.1%,0.145,0.281,0.262,0.33,0.407,0.323,,99,12,3.9,13.7,23,88,74,38,572,162,1450.1,6.67,3.13,0.96,0.271,73.4%,44.0%,10.2%,,3.7,,4.08,4.14,18.3,55425762,55425762,2131760,591666
2005,PHI,2273,6345,167,807,760,116,10.1%,17.1%,0.154,0.306,0.27,0.348,0.423,0.335,,98,9.2,-2.9,88.2,29.3,88,74,40,604,162,1435,7.27,3.05,1.19,0.283,72.4%,44.4%,13.3%,,4.21,,4.29,3.94,16,95522000,95522000,3673923,3025000
2005,PIT,2289,6221,139,680,656,73,7.6%,17.6%,0.141,0.297,0.259,0.322,0.4,0.315,,89,-5,-91.3,22.8,13.4,67,95,35,613,162,1436,6,3.84,1.02,0.29,71.6%,43.9%,10.3%,,4.44,,4.57,4.6,7.2,38133000,38133000,1361893,368000
2005,SDP,2380,6271,130,684,655,99,9.6%,15.6%,0.134,0.289,0.257,0.333,0.391,0.318,,98,-0.3,-19.8,17.6,20.3,82,80,45,618,162,1455.1,7.01,3.11,0.9,0.295,71.0%,43.0%,9.2%,,4.13,,3.9,4.1,17.4,63290833,63290833,2260387,825000
2005,SEA,2258,6095,130,699,657,102,7.6%,16.2%,0.136,0.289,0.256,0.317,0.391,0.309,,90,7.1,-66.3,-3.2,13.7,69,93,39,595,162,1427.2,5.62,3.13,1.13,0.287,72.0%,41.4%,9.9%,,4.49,,4.56,4.68,9.3,87754334,87754334,2742323,800000
2005,SFG,2360,6077,128,649,617,71,7.1%,14.8%,0.135,0.29,0.261,0.319,0.396,0.312,,86,-13.9,-121.6,53,13,75,87,46,673,162,1444.1,6.06,3.69,0.94,0.289,71.6%,42.2%,9.0%,,4.35,,4.35,4.59,11.7,90199500,90199500,3469212,2000000
2005,STL,2324,6246,170,805,757,83,8.5%,15.2%,0.153,0.297,0.27,0.339,0.423,0.331,,100,9,12.4,54.6,27.1,100,62,48,598,162,1445.2,6.06,2.76,0.95,0.282,75.1%,50.7%,11.6%,,3.49,,4.09,3.98,15.5,92106833,92106833,3542571,2166666
2005,TBR,2245,6120,157,750,717,151,6.7%,16.2%,0.151,0.306,0.274,0.329,0.425,0.327,,101,10.3,14.9,-16.4,20.6,67,95,43,563,162,1421.2,6.01,3.89,1.23,0.302,66.4%,39.3%,10.6%,,5.4,,4.89,4.9,4.9,29679067,29679067,1023416,600000
2005,TEX,2193,6301,260,865,834,67,7.9%,17.6%,0.201,0.29,0.267,0.329,0.468,0.344,,106,6.2,49.1,-54.3,20.8,79,83,46,616,162,1440,5.83,3.26,0.99,0.304,67.4%,46.0%,10.0%,,4.97,,4.37,4.46,13.7,55849000,55849000,1801581,650000
2005,TOR,2281,6233,136,775,735,72,7.8%,15.3%,0.142,0.296,0.265,0.331,0.407,0.323,,94,12.3,-33.2,13.6,19.1,80,82,35,594,162,1447,5.96,2.76,1.15,0.286,74.2%,45.7%,11.7%,,4.06,,4.42,4.26,14,45719500,45719500,1758442,525000
2005,WSN,2352,6142,117,639,615,45,8.0%,17.7%,0.134,0.293,0.252,0.322,0.386,0.309,,88,-16.4,-112.9,78.8,16.6,81,81,51,632,162,1458,6.15,3.33,0.86,0.29,74.5%,40.2%,8.3%,,3.87,,4.16,4.51,14.5,48581500,48581500,1619383,628500
2006,ARI,2282,6330,160,773,743,76,8.0%,15.2%,0.157,0.294,0.267,0.331,0.424,0.326,,87,-6.6,-112.3,12.3,10.8,76,86,34,623,162,1459.2,6.87,3.3,1.04,0.299,70.4%,46.8%,11.1%,,4.49,,4.34,4.3,19,59684226,59684226,2295547,932000
2006,ATL,2435,6284,222,849,818,52,8.4%,18.6%,0.184,0.304,0.27,0.337,0.455,0.339,,100,-13.4,-13.1,48.1,23.7,79,83,38,684,162,1441.1,6.55,3.57,1.14,0.3,71.1%,45.0%,11.6%,,4.6,,4.65,4.53,11,90156876,90156876,3108858,462500
2006,BAL,2295,6240,164,768,727,121,7.6%,14.1%,0.146,0.302,0.277,0.339,0.424,0.331,,96,-4.5,-36.4,-2.7,17.1,70,92,35,634,162,1419,6.44,3.89,1.37,0.307,69.2%,42.3%,12.7%,,5.35,,5.09,4.8,7.6,72585582,72585582,2592342,1512500
2006,BOS,2346,6435,192,820,777,51,10.4%,16.4%,0.166,0.298,0.269,0.351,0.435,0.34,,100,-10.3,-13.3,-43.5,16.1,86,76,46,616,162,1441.1,6.68,3.18,1.13,0.311,69.8%,43.8%,10.8%,,4.83,,4.5,4.5,13.4,120099824,120099824,4448142,3023894
2006,CHC,2399,6147,166,716,677,121,6.4%,15.1%,0.154,0.294,0.268,0.319,0.422,0.32,,84,-1,-128.9,65.3,13.7,66,96,29,704,162,1439,7.82,4.3,1.31,0.286,70.9%,41.6%,12.8%,,4.74,,4.88,4.58,10.4,94424499,94424499,3372304,2500000
2006,CHW,2286,6318,236,868,839,93,7.9%,16.7%,0.184,0.305,0.28,0.342,0.464,0.346,,103,-8.4,14.4,-34.1,19.3,90,72,46,560,162,1449,6.29,2.69,1.24,0.295,70.5%,42.9%,11.2%,,4.61,,4.56,4.5,19.2,102750667,102750667,3951949,2325000
2006,CIN,2335,6296,217,749,718,124,9.8%,18.9%,0.175,0.29,0.257,0.336,0.432,0.332,,94,16.4,-36.5,31.1,19.8,80,82,36,638,162,1445.2,6.56,2.89,1.33,0.301,72.1%,41.5%,12.2%,,4.53,,4.69,4.47,14.7,60909519,60909519,2175340,1300000
2006,CLE,2135,6303,196,870,839,55,8.8%,19.1%,0.177,0.324,0.28,0.349,0.457,0.347,,108,-2.9,62.8,-61.4,21.2,78,84,24,539,162,1423.1,5.99,2.71,1.05,0.308,70.0%,44.7%,10.0%,,4.43,,4.34,4.47,16.4,56031500,56031500,2241260,1500000
2006,COL,2306,6348,157,813,761,85,8.8%,17.5%,0.163,0.31,0.27,0.341,0.433,0.333,,87,-2.7,-111.8,39.3,13.5,76,86,34,661,162,1447.1,5.92,3.44,0.96,0.304,69.5%,45.7%,9.6%,,4.66,,4.51,4.68,17.3,41233000,41233000,1288531,350000
2006,DET,2214,6198,203,822,785,60,6.9%,18.3%,0.174,0.31,0.274,0.329,0.449,0.334,,99,-1.6,-12.2,23.4,21.8,95,67,46,552,162,1448,6.23,3.04,0.99,0.284,74.1%,45.5%,10.0%,,3.85,,4.32,4.43,18.5,82612866,82612866,2950460,865000
2006,HOU,2393,6326,174,735,708,79,9.2%,17.0%,0.154,0.286,0.255,0.332,0.409,0.322,,90,5.7,-82.5,74.7,19.7,82,80,42,659,162,1468.2,7.11,2.94,1.12,0.286,72.8%,45.2%,11.6%,,4.09,,4.27,4.16,19.2,92551503,92551503,3559673,940000
2006,KCR,2272,6229,124,757,718,65,7.6%,16.7%,0.14,0.311,0.271,0.332,0.411,0.323,,92,3,-64.6,37.7,18.3,62,100,35,635,162,1426.1,5.7,4.02,1.34,0.311,67.1%,42.2%,12.1%,,5.67,,5.29,5.09,0.5,47294000,47294000,1630828,500000
2006,LAA,2264,6221,159,766,737,148,7.8%,14.7%,0.15,0.301,0.274,0.334,0.425,0.327,,95,11.3,-27.4,-12.1,17,89,73,50,542,162,1452.2,7.21,2.92,0.98,0.291,70.1%,42.3%,9.2%,,4.04,,4.03,4.28,21.3,103472000,103472000,4138880,2250000
2006,LAD,2384,6394,153,820,787,128,9.4%,15.0%,0.157,0.307,0.276,0.348,0.432,0.337,,101,-4.8,3.4,-2.6,20.7,88,74,40,616,162,1460.1,6.58,3.03,0.94,0.302,70.8%,47.8%,9.7%,,4.23,,4.13,4.29,19.7,98447187,98447187,3515971,2205000
2006,MIA,2354,6191,182,758,713,110,8.0%,20.2%,0.171,0.309,0.264,0.331,0.435,0.329,,96,12.6,-18.2,20,20.2,78,84,41,600,162,1433.1,6.83,3.91,1.04,0.299,72.0%,42.7%,10.0%,,4.37,,4.59,4.72,12.2,14998500,14998500,576865,327000
2006,MIL,2206,6130,180,730,695,71,8.2%,20.1%,0.162,0.3,0.258,0.327,0.42,0.322,,89,-1.5,-87.8,47.7,15.9,75,87,43,589,162,1425.2,7.23,3.24,1.12,0.297,67.4%,42.1%,10.8%,,4.83,,4.39,4.4,16.2,57568333,57568333,2214167,775000
2006,MIN,2226,6228,143,801,754,101,7.9%,14.0%,0.138,0.316,0.287,0.347,0.425,0.334,,101,-1.4,5.9,13.5,22.7,96,66,40,583,162,1439.1,7.28,2.23,1.14,0.302,73.7%,43.7%,11.3%,,3.95,,3.99,3.93,20.6,63396006,63396006,2438308,900000
2006,NYM,2279,6291,200,834,800,146,8.7%,17.0%,0.181,0.293,0.264,0.334,0.445,0.334,,99,20.5,13.8,66.4,28.1,97,65,43,636,162,1461.1,7.15,3.25,1.11,0.284,72.5%,43.3%,11.0%,,4.16,,4.37,4.34,16.2,101084963,101084963,3743888,912500
2006,NYY,2430,6455,210,930,902,139,10.1%,16.3%,0.177,0.315,0.285,0.363,0.461,0.356,,113,7.4,118.9,-91.9,24.2,97,65,43,651,162,1443.2,6.35,3.09,1.06,0.289,70.3%,43.3%,9.6%,,4.43,,4.42,4.61,17.3,194663079,194663079,6952253,2925000
2006,OAK,2197,6281,175,771,735,61,10.3%,15.5%,0.152,0.285,0.26,0.34,0.412,0.328,,97,-16.5,-38.5,-8.1,16.5,93,69,54,606,162,1451.2,6.22,3.28,1,0.301,73.4%,42.6%,9.2%,,4.22,,4.42,4.67,17.2,62243079,62243079,2489723,800000
2006,PHI,2410,6509,216,865,823,92,9.6%,18.5%,0.18,0.302,0.267,0.347,0.447,0.341,,100,18.5,15.5,34.6,25.9,85,77,42,662,162,1460.1,7.01,3.16,1.3,0.304,71.9%,43.7%,13.0%,,4.61,,4.65,4.33,14.2,88273333,88273333,3269383,2500000
2006,PIT,2325,6218,141,691,656,68,7.4%,19.3%,0.134,0.31,0.263,0.327,0.397,0.315,,86,-2.2,-115,-13,7.7,67,95,39,667,162,1435,6.65,3.89,0.98,0.312,71.3%,45.5%,10.4%,,4.55,,4.53,4.59,12.5,46717750,46717750,1668491,424000
2006,SDP,2396,6287,161,731,698,123,9.0%,17.6%,0.154,0.299,0.263,0.332,0.416,0.325,,99,5.2,-5,65.1,26.1,88,74,50,637,162,1463.2,6.75,2.88,1.08,0.276,73.9%,41.5%,10.1%,,3.88,,4.27,4.39,16.4,69896642,69896642,2496309,925000
2006,SEA,2259,6213,172,756,703,106,6.5%,15.7%,0.153,0.3,0.272,0.325,0.424,0.322,,95,4,-37.6,26.5,19.7,78,84,47,591,162,1446.2,6.64,3.48,1.14,0.297,71.1%,42.9%,10.7%,,4.6,,4.59,4.61,13.4,87959833,87959833,3257772,650000
2006,SFG,2313,6136,163,746,711,58,8.1%,14.5%,0.163,0.282,0.259,0.324,0.422,0.32,,88,-15.8,-116.2,73.5,15.7,76,85,37,599,161,1429.2,6.24,3.68,0.96,0.287,69.1%,41.9%,8.9%,,4.64,,4.52,4.82,13,90056419,90056419,3463708,1488079
2006,STL,2359,6225,184,781,745,59,8.5%,14.8%,0.163,0.292,0.269,0.337,0.431,0.331,,98,5.9,-13.3,46,23.3,83,78,38,630,161,1429.2,6.11,3.17,1.21,0.288,72.5%,46.2%,12.5%,,4.54,,4.77,4.54,7.8,88891371,88891371,3292273,1000000
2006,TBR,2247,6041,190,689,650,134,7.3%,18.3%,0.165,0.285,0.255,0.314,0.42,0.316,,89,1.9,-84.4,-19,10.3,61,101,33,606,162,1420.1,6.2,3.84,1.14,0.312,70.1%,42.5%,10.3%,,4.97,,4.83,4.91,8.8,35417967,35417967,1264927,550000
2006,TEX,2227,6273,183,835,799,53,8.1%,16.9%,0.168,0.311,0.278,0.338,0.446,0.337,,97,-7.4,-31.5,-21.7,15.9,80,82,42,651,162,1431.1,6.11,3.12,1.02,0.307,70.6%,46.4%,10.4%,,4.61,,4.44,4.5,15.8,68228662,68228662,2200925,750000
2006,TOR,2329,6241,199,809,778,65,8.2%,14.5%,0.179,0.306,0.284,0.348,0.463,0.349,,107,-15,43.6,3.4,25.4,87,75,42,644,162,1428.1,6.78,3.18,1.17,0.292,71.7%,46.3%,12.3%,,4.37,,4.51,4.3,15.4,71915000,71915000,2663519,2200000
2006,WSN,2430,6283,164,746,695,123,9.5%,18.4%,0.156,0.301,0.262,0.338,0.418,0.327,,96,3.3,-27.3,18.8,19.5,71,91,32,679,162,1436.1,6.02,3.66,1.21,0.292,69.0%,39.6%,10.2%,,5.03,,4.97,5.08,4.6,63143000,63143000,2036871,900000
2007,ARI,2305,6101,171,712,687,109,8.7%,18.2%,0.163,0.282,0.25,0.321,0.413,0.32,,82,8.8,-132.9,34.1,10,90,72,51,631,162,1441,6.8,3.41,1.06,0.293,72.7%,43.9%,10.3%,90.2,4.13,,4.52,4.42,16,52067546,52067546,1859555,396000
2007,ATL,2398,6374,176,810,781,64,8.4%,18.0%,0.16,0.314,0.275,0.339,0.435,0.337,,99,-6.2,-12.5,80.4,27.2,84,78,36,690,162,1456.1,6.83,3.32,1.06,0.288,72.4%,45.3%,10.8%,91.3,4.11,,4.45,4.29,13.1,87290833,87290833,3117530,595000
2007,BAL,2348,6264,142,756,718,144,8.0%,15.0%,0.141,0.302,0.272,0.333,0.412,0.327,,95,-9,-45.2,-17.2,15.1,69,93,30,652,162,1438.2,6.8,4.35,1.01,0.302,68.4%,44.9%,9.7%,90.4,5.19,,4.78,4.78,11,93554808,93554808,3341243,3000000
2007,BOS,2278,6426,166,867,829,96,10.7%,16.2%,0.165,0.315,0.279,0.362,0.444,0.352,,109,-5,70.7,11.8,29.7,96,66,45,613,162,1438.2,7.19,3.02,0.94,0.284,73.5%,42.6%,8.7%,90.5,3.87,,4.14,4.28,18.4,143026214,143026214,5108079,3591666
2007,CHC,2379,6268,151,752,711,86,8.0%,16.8%,0.15,0.308,0.271,0.333,0.422,0.329,,90,-3.9,-87,96.6,21.1,85,77,39,640,162,1446.2,7.53,3.56,1.03,0.281,73.6%,41.3%,9.6%,91,4.04,,4.36,4.36,17.7,99670332,99670332,3691494,2750000
2007,CHW,2257,6103,190,693,667,78,8.7%,18.8%,0.158,0.278,0.246,0.318,0.404,0.316,,86,-15.7,-125.7,-55.7,2.9,72,90,42,625,162,1440.2,6.34,3.12,1.09,0.304,68.2%,42.9%,9.8%,91.2,4.77,,4.56,4.54,17.2,108671833,108671833,4179686,2325000
2007,CIN,2383,6332,204,783,747,97,8.5%,17.6%,0.17,0.298,0.267,0.335,0.436,0.335,,94,-7.2,-58.3,8.4,15.5,72,90,34,684,162,1449.2,6.63,2.99,1.23,0.31,69.4%,40.0%,10.7%,89.9,4.95,,4.69,4.52,15,68904980,68904980,2153281,1062500
2007,CLE,2225,6367,178,811,784,72,9.3%,18.9%,0.159,0.31,0.268,0.343,0.428,0.336,,104,0.3,31.9,-29.6,21.7,96,66,49,557,162,1462.2,6.44,2.52,0.9,0.302,71.9%,45.3%,8.7%,89.8,4.05,,4.06,4.21,20.5,61673267,61673267,2126664,916667
2007,COL,2407,6498,171,860,823,100,9.6%,17.7%,0.158,0.322,0.28,0.354,0.437,0.346,,97,10.1,-19.4,41.6,23.1,90,73,39,692,163,1472,5.91,3.08,1,0.29,71.1%,46.5%,9.9%,92,4.32,,4.52,4.48,16.5,54424000,54424000,2015704,750000
2007,DET,2269,6364,177,887,857,103,7.4%,16.6%,0.171,0.323,0.287,0.345,0.458,0.347,,108,8,75.1,19.4,30.7,88,74,44,605,162,1447.1,6.51,3.52,1.08,0.295,70.7%,44.2%,10.2%,92.5,4.58,,4.67,4.59,11.1,95180369,95180369,3172679,1900000
2007,HOU,2409,6324,167,723,700,65,8.6%,16.5%,0.152,0.291,0.26,0.33,0.412,0.325,,92,-17.9,-86.6,5.3,12.4,73,89,38,638,162,1464.2,6.81,3.13,1.27,0.3,71.7%,44.0%,11.5%,90.8,4.7,,4.73,4.44,11.8,87759000,87759000,3250333,1300000
2007,KCR,2294,6140,102,706,660,78,7.0%,17.4%,0.126,0.305,0.261,0.322,0.388,0.312,,85,-1.6,-121.2,55.1,14.3,69,93,36,610,162,1437.1,6.22,3.26,1.05,0.304,71.0%,41.1%,9.3%,91.5,4.5,,4.55,4.61,12.1,67116500,67116500,2165048,550000
2007,LAA,2230,6198,123,822,776,139,8.2%,14.2%,0.133,0.315,0.284,0.345,0.417,0.333,,100,3.7,5.3,2,21.6,94,68,43,558,162,1435,7.25,2.99,0.95,0.307,71.1%,42.2%,8.6%,92,4.23,,4.1,4.26,20,109251333,109251333,3641711,1425000
2007,LAD,2417,6282,129,735,706,137,8.1%,13.8%,0.131,0.303,0.275,0.337,0.406,0.326,,94,18.3,-33.3,-1.5,16.8,82,80,43,645,162,1450,7.35,3.22,0.91,0.301,70.9%,45.5%,9.6%,92,4.2,,4.07,4.07,20,108454524,108454524,3739811,1000000
2007,MIA,2423,6344,201,790,749,105,8.2%,21.0%,0.181,0.315,0.267,0.336,0.448,0.34,,101,3.8,9.4,-6.4,20.7,71,91,40,722,162,1443.2,7.12,4.12,1.1,0.321,69.4%,41.7%,10.2%,91.3,4.96,,4.77,4.69,8.3,30507000,30507000,984097,380000
2007,MIL,2330,6238,231,801,774,96,8.0%,18.2%,0.194,0.289,0.262,0.329,0.456,0.337,,100,7.4,7.7,44.1,25.1,83,79,49,654,162,1444.1,7.32,3.16,1,0.308,70.2%,41.5%,9.2%,91.7,4.44,,4.22,4.29,18.8,70986500,70986500,2629130,2250000
2007,MIN,2259,6161,118,718,671,112,8.3%,13.6%,0.127,0.291,0.264,0.33,0.391,0.317,,91,2.6,-68.7,-0.4,14.1,79,83,38,600,162,1436.2,6.85,2.63,1.16,0.301,72.9%,42.9%,10.6%,92.5,4.18,,4.37,4.22,13.7,71439500,71439500,2551411,1000000
2007,NYM,2335,6344,177,804,761,200,8.7%,15.5%,0.157,0.303,0.275,0.342,0.432,0.336,,100,14.2,17.4,57.5,27.7,88,74,39,661,162,1452.1,7.03,3.53,1.02,0.287,71.4%,40.8%,9.2%,90.5,4.27,,4.46,4.52,14.6,115231663,115231663,3841055,1487500
2007,NYY,2366,6528,201,968,929,123,9.8%,15.2%,0.174,0.318,0.29,0.366,0.463,0.361,,119,11.9,168.4,-47.2,33.9,94,68,34,684,162,1450.2,6.26,3.59,0.93,0.299,70.6%,42.8%,8.5%,91.6,4.5,,4.51,4.7,13.5,189639045,189639045,6539277,1500000
2007,OAK,2220,6365,171,741,711,52,10.4%,17.6%,0.151,0.29,0.256,0.338,0.407,0.328,,99,-7,-12.1,-32.1,17.2,76,86,36,608,162,1448,6.44,3.29,0.86,0.296,69.4%,44.8%,8.3%,90.3,4.3,,4.23,4.44,17,79366940,79366940,2834534,1575000
2007,PHI,2446,6537,213,892,850,138,9.8%,18.4%,0.184,0.311,0.274,0.354,0.458,0.351,,105,20.6,63.6,78.5,34.9,89,73,42,660,162,1458.1,6.48,3.44,1.22,0.301,71.5%,43.5%,11.9%,90.8,4.76,,4.86,4.52,9.9,89428213,89428213,2980940,875000
2007,PIT,2304,6214,148,724,694,68,7.5%,18.3%,0.149,0.303,0.263,0.325,0.411,0.322,,90,-10.4,-94,16.8,12.5,68,94,32,657,162,1447.2,6.2,3.22,1.08,0.315,69.5%,44.1%,10.0%,91.3,4.94,,4.66,4.6,10.9,38537833,38537833,1427327,410000
2007,SDP,2334,6326,171,741,704,55,8.8%,19.4%,0.16,0.291,0.251,0.322,0.411,0.32,,96,3.3,-30.2,-16.6,15.8,89,74,45,648,163,1484.2,6.89,2.87,0.72,0.287,71.6%,45.8%,7.4%,90.1,3.72,,3.81,4.13,22.7,58110567,58110567,2235022,625000
2007,SEA,2338,6209,153,794,754,81,6.3%,13.9%,0.138,0.313,0.287,0.337,0.425,0.333,,103,-9.6,10.7,-68.4,15.3,88,74,43,618,162,1434.1,6.4,3.43,0.92,0.315,69.3%,43.6%,8.4%,90.3,4.77,,4.42,4.62,14.2,106460833,106460833,3942994,1350000
2007,SFG,2371,6213,131,683,641,119,8.6%,14.6%,0.133,0.281,0.254,0.322,0.387,0.31,,81,-4.7,-158.1,60.6,10.5,71,91,37,658,162,1453.2,6.54,3.67,0.82,0.293,71.8%,43.0%,7.7%,90.2,4.2,,4.3,4.59,16,90219056,90219056,3469964,1557500
